ticker,name,market,locale,primary_exchange,type,active,currency_name,cik,composite_figi,share_class_figi,market_cap,description,ticker_root,homepage_url,total_employees,list_date,branding,share_class_shares_outstanding,weighted_shares_outstanding,round_lot,updated
DNN,Denison Mines Corp,stocks,us,XASE,CS,True,usd,0001063259,BBG000CX6DQ0,BBG001S9ZPX7,1864819775.9399998,"Denison Mines Corp is a uranium exploration and development company with interests focused in the Athabasca Basin region of northern Saskatchewan, Canada. The company has an effective 95% interest in its flagship Wheeler River Uranium Project, which is the largest undeveloped uranium project in the infrastructure-rich eastern portion of the Athabasca Basin region of northern Saskatchewan. The company is also engaged in mine decommissioning and environmental services through its Closed Mines group, which manages its Elliot Lake reclamation projects and provides third-party post-closure mine care and maintenance services.",DNN,https://www.denisonmines.com,64,2007-04-19,"{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/ZGVuaXNvbm1pbmVzLmNvbQ/images/2024-06-01_logo.png', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/ZGVuaXNvbm1pbmVzLmNvbQ/images/2024-06-01_icon.jpeg'}",892000000,892258266,100,2024-06-21 13:07:43.378403-04:00
