v,vw,o,c,h,l,t,n
184103.0,45.8522,45.72,46.0,46.23,45.0,1692936000000,4164
472670.0,46.1378,46.25,46.33,46.62,45.42,1693195200000,7000
460291.0,46.2949,46.33,46.48,46.58,45.84,1693281600000,8360
218804.0,46.381,46.55,46.09,47.125,46.04,1693368000000,5943
259584.0,45.4141,46.09,45.15,46.49,45.13,1693454400000,4885
241480.0,45.6091,45.53,45.71,46.2228,45.16,1693540800000,5954
261200.0,45.2629,45.35,45.23,45.59,44.6584,1693886400000,4826
207215.0,45.0125,45.48,44.85,45.8,44.82,1693972800000,5651
246185.0,43.4732,44.78,43.51,44.78,42.89,1694059200000,6038
396565.0,42.1864,43.55,41.61,43.765,41.53,1694145600000,6389
348637.0,43.13,41.95,43.09,44.055,41.6,1694404800000,6610
315512.0,43.1769,43.0,43.45,43.63,42.39,1694491200000,7264
261002.0,44.16,43.39,44.22,44.565,42.68,1694577600000,6297
274613.0,44.2952,44.36,44.38,44.92,43.86,1694664000000,5415
589859.0,44.5597,44.71,44.65,44.85,43.61,1694750400000,7265
258450.0,43.6644,44.63,43.46,44.63,43.39,1695009600000,4711
251719.0,43.3855,43.3,43.41,43.68,42.63,1695096000000,5347
298276.0,42.2559,43.68,41.73,43.71,41.71,1695182400000,5025
336933.0,41.8398,41.62,41.74,42.18,41.31,1695268800000,5990
312434.0,41.2755,41.71,41.12,42.1,40.885,1695355200000,6021
225880.0,41.5711,40.99,41.7,41.81,40.835,1695614400000,5066
420543.0,42.1293,41.39,42.35,42.52,41.26,1695700800000,6577
453103.0,42.7302,42.48,42.94,43.28,42.08,1695787200000,6736
337637.0,43.8821,43.19,43.91,44.23,42.99,1695873600000,7321
403778.0,43.8874,44.52,43.8,44.64,43.54,1695960000000,6178
354925.0,43.0665,43.46,43.25,43.5,42.25,1696219200000,5890
212893.0,42.1703,43.18,41.81,43.54,41.72,1696305600000,4495
179720.0,41.2045,41.81,41.05,42.08,40.91,1696392000000,3769
336842.0,40.9675,41.13,41.08,42.03,40.23,1696478400000,6481
289309.0,41.3847,40.83,41.79,42.08,40.29,1696564800000,4682
154074.0,40.6804,41.39,40.42,41.775,40.34,1696824000000,4224
311378.0,41.0555,40.21,40.92,41.76,40.2,1696910400000,5220
369577.0,38.6822,40.89,38.76,40.89,37.97,1696996800000,6258
477390.0,37.2076,38.76,36.46,40.524,36.22,1697083200000,8298
345766.0,36.5461,36.49,36.59,37.05,35.98,1697169600000,5568
343373.0,36.7786,36.92,36.89,37.135,36.34,1697428800000,6325
391688.0,36.062,36.4,35.56,37.6025,35.39,1697515200000,6754
398635.0,35.6223,35.52,35.87,36.27,34.9,1697601600000,7306
197818.0,35.4643,35.97,35.29,36.3,35.02,1697688000000,4475
250972.0,35.6531,35.35,35.56,36.3,35.03,1697774400000,4847
407576.0,35.6322,36.27,35.42,37.3,35.16,1698033600000,6390
255651.0,36.0068,35.78,35.92,36.37,35.62,1698120000000,4618
250664.0,34.523,35.51,34.33,35.51,34.195,1698206400000,5748
206073.0,33.8847,34.52,33.89,34.68,33.45,1698292800000,4142
353268.0,33.2807,33.94,33.34,33.9973,32.9,1698379200000,5282
485688.0,33.6512,33.74,33.52,34.27,33.13,1698638400000,4445
536349.0,34.6595,33.8,34.64,35.15,33.55,1698724800000,5920
585852.0,34.9225,34.43,35.01,35.37,33.8708,1698811200000,7673
1140197.0,36.757,37.93,36.58,38.77,36.02,1698897600000,12085
650991.0,36.8217,37.38,36.98,37.5399,36.0727,1698984000000,7195
449000.0,38.0515,36.98,37.86,38.6449,36.92,1699246800000,8708
189953.0,37.5367,37.78,37.48,37.99,37.21,1699333200000,4331
189326.0,36.866,37.71,37.04,37.71,36.44,1699419600000,3338
370883.0,35.7137,37.04,35.47,37.445,34.99,1699506000000,5614
420728.0,34.9341,35.55,35.07,35.55,34.265,1699592400000,6143
603013.0,36.8182,35.88,36.89,37.5,35.24,1699851600000,6797
752379.0,39.994,38.2,40.62,40.63,38.2,1699938000000,11010
735736.0,42.531,40.61,42.53,42.99,40.235,1700024400000,12860
310821.0,42.0759,42.47,41.93,42.925,41.73,1700110800000,6957
302399.0,41.7943,42.1,41.5,42.6,41.205,1700197200000,5919
195322.0,41.7947,41.76,41.94,42.065,41.204,1700456400000,4739
294447.0,41.7427,41.66,41.7,42.09,40.51,1700542800000,4833
384782.0,42.0618,42.26,41.8,42.9999,41.66,1700629200000,6387
166699.0,42.3073,41.49,42.08,42.79,41.01,1700802000000,3015
305133.0,41.9857,41.8,42.0,42.43,41.3,1701061200000,5943
2530189.0,37.457,41.63,36.7,42.985,32.27,1701147600000,30436
1292475.0,36.3953,37.0,35.49,37.66,35.075,1701234000000,17940
1925712.0,34.5825,35.5,35.48,35.72,32.8917,1701320400000,25068
1025226.0,36.3028,35.38,36.57,37.63,34.91,1701406800000,14323
382719.0,36.3953,36.7,36.48,37.3002,35.7,1701666000000,8226
588179.0,34.7254,36.28,34.8,36.28,33.51,1701752400000,7105
801615.0,33.5168,35.14,32.99,35.19,32.87,1701838800000,11564
529188.0,33.3956,32.98,33.44,33.83,32.45,1701925200000,8145
600173.0,33.7682,33.43,34.14,34.46,32.95,1702011600000,8145
302431.0,33.8199,34.15,33.66,34.43,33.58,1702270800000,5738
637464.0,33.5221,33.47,34.2,34.34,32.5,1702357200000,9811
688314.0,34.6112,34.23,34.77,35.82,33.4,1702443600000,9960
667904.0,36.1772,35.54,36.4,36.84,35.07,1702530000000,11712
991829.0,35.7454,36.59,35.66,36.9,34.84,1702616400000,10836
444422.0,35.6854,36.1,35.27,36.4,35.22,1702875600000,7894
367148.0,35.996,35.56,35.87,36.61,35.14,1702962000000,5651
407884.0,35.2294,35.87,34.48,36.28,34.42,1703048400000,7966
343941.0,35.6203,35.2,35.95,36.04,34.94,1703134800000,5354
507383.0,36.8607,36.15,37.1,37.21,35.93,1703221200000,8728
205414.0,37.3129,37.31,37.31,37.72,36.55,1703566800000,4773
193286.0,37.0431,37.19,37.1,37.815,36.64,1703653200000,4542
195228.0,36.8514,36.9,36.73,37.4,36.6,1703739600000,3859
250386.0,35.8638,36.63,35.69,36.82,35.5,1703826000000,4671
406190.0,35.5008,35.41,35.32,36.34,34.9412,1704171600000,6350
599268.0,33.7515,35.07,33.7,35.1,33.14,1704258000000,8594
561141.0,32.866,33.77,32.88,33.77,32.41,1704344400000,8425
335918.0,32.933,32.52,33.03,33.305,32.165,1704430800000,6171
953902.0,34.9458,35.79,35.03,36.125,33.6,1704690000000,12175
547358.0,34.5287,34.23,34.14,35.61,33.875,1704776400000,8370
479804.0,34.9592,34.19,35.35,35.49,34.13,1704862800000,7924
543346.0,34.9062,35.14,34.98,35.52,34.365,1704949200000,7444
400739.0,35.038,35.46,34.99,35.808,34.65,1705035600000,5771
698452.0,34.0151,34.48,33.91,34.9407,33.7328,1705381200000,12566
518792.0,33.1382,33.34,33.41,33.585,32.6,1705467600000,7718
353209.0,32.9308,33.61,33.0,33.61,32.44,1705554000000,7316
352780.0,33.219,33.12,33.52,33.62,32.3,1705640400000,7390
492865.0,34.3302,34.28,34.28,34.97,33.84,1705899600000,7979
853511.0,34.6144,34.77,34.0,35.48,33.62,1705986000000,7553
