v,vw,o,c,h,l,t,n
1404147.0,35.3766,35.29,35.34,35.5603,35.18,1692936000000,12565
1025979.0,35.6787,35.48,35.66,35.85,35.38,1693195200000,9371
1240625.0,35.9887,35.78,36.03,36.18,35.6,1693281600000,13276
921022.0,36.2924,36.29,36.29,36.48,36.12,1693368000000,10035
2433374.0,36.1944,36.47,36.12,36.56,36.11,1693454400000,11951
2467207.0,36.3909,36.3,36.41,36.545,36.0407,1693540800000,13090
3338574.0,36.3918,36.48,36.34,36.84,36.285,1693886400000,13380
8184613.0,35.3988,35.77,35.55,36.0,34.69,1693972800000,36989
2548186.0,35.5232,35.68,35.48,35.82,35.33,1694059200000,19949
3339379.0,35.9512,35.83,35.97,36.09,35.66,1694145600000,16296
3109904.0,36.0803,36.24,36.07,36.42,35.935,1694404800000,15843
1889264.0,36.3154,36.28,36.37,36.51,36.17,1694491200000,14017
1746235.0,36.4408,36.45,36.43,36.72,36.26,1694577600000,13872
1603792.0,37.2684,36.88,37.46,37.53,36.78,1694664000000,16012
4030159.0,37.4348,37.3,37.46,37.59,37.195,1694750400000,18574
3536811.0,37.2595,37.65,37.26,37.75,37.14,1695009600000,10754
1381108.0,37.2953,37.67,37.22,37.745,37.08,1695096000000,11730
3654860.0,37.2356,37.14,37.21,37.5,37.0406,1695182400000,13012
4968020.0,36.2995,37.13,36.14,37.22,36.13,1695268800000,18822
3300843.0,36.3631,36.32,36.39,36.59,36.04,1695355200000,17437
2531911.0,36.506,36.57,36.45,36.78,36.245,1695614400000,15810
3862670.0,35.8342,36.1,35.67,36.35,35.58,1695700800000,24061
7924811.0,35.7472,35.87,36.07,36.175,35.485,1695787200000,27034
7338991.0,34.7782,35.37,34.6,35.42,34.545,1695873600000,20089
2810369.0,34.553,34.72,34.41,34.99,34.36,1695960000000,20791
7636362.0,33.4467,34.35,33.4,34.35,33.12,1696219200000,25600
7481346.0,33.3782,33.1,33.46,33.56,32.9138,1696305600000,22961
2941905.0,32.8765,33.18,32.9,33.54,32.515,1696392000000,23289
4001684.0,33.4549,32.79,33.48,33.6258,32.78,1696478400000,19893
5499554.0,33.3459,33.04,33.45,33.565,32.565,1696564800000,20933
1696058.0,33.9956,33.81,33.94,34.2,33.75,1696824000000,12464
4655556.0,34.5241,34.07,34.54,34.72,34.07,1696910400000,21267
3009769.0,34.9455,34.58,35.05,35.14,34.49,1696996800000,15334
1832255.0,34.782,35.07,34.77,35.16,34.485,1697083200000,14513
2128425.0,35.0639,35.11,35.06,35.275,34.86,1697169600000,16537
2687576.0,35.2819,35.3,35.34,35.42,34.945,1697428800000,18206
4134131.0,35.2918,35.24,35.11,35.61,34.965,1697515200000,28577
3874958.0,34.5785,35.13,34.6,35.13,34.31,1697601600000,20785
3243642.0,34.5464,34.48,34.51,34.89,34.2,1697688000000,17626
1326770.0,34.0635,34.4,33.93,34.41,33.88,1697774400000,12175
