A,B,ratio
PARA,PFE,0.05546284169268831
PARA,AES,-0.10690224431542851
PARA,KMI,-0.02576053620504142
PARA,GLW,0.05111294672953543
PARA,CAG,-0.10761859752166263
PARA,ALGM,0.08390248690607043
PARA,ENB,-0.13329433860958187
PARA,ADMA,0.09401867412307596
PARA,PCG,-0.09641172254012256
PARA,APA,0.014242662713919923
PARA,EPD,0.016185373148543042
PARA,CENX,-0.0027166604832316852
PARA,NVST,-0.020478332253895143
PARA,X,-0.052679524100220594
PARA,TXG,-0.08962606567075022
PARA,FLNC,-0.0648327892943315
PARA,ELAN,-0.14550193850742427
PARA,PPL,-0.11937449409962349
PARA,SPR,-0.18213841790140814
PARA,AR,-0.02855088010486338
PARA,AM,-0.049814897168212115
PARA,ASTS,0.16783615597554874
PARA,PR,-0.018105866109022536
PARA,VZIO,-0.16284558057877815
PARA,T,-0.07324585327408292
PARA,LSXMA,-0.13932441838307486
PARA,TGTX,-0.10065046621181502
PARA,ETRN,-0.018683490727164583
PARA,CTRA,-0.0913613742919673
PARA,GTES,-0.07837559437450174
PARA,AVTR,-0.20246721369426124
PARA,VTRS,-0.013043313393586935
PARA,GPK,-0.10837019567468559
PARA,DO,0.00383835101092161
PARA,BE,-0.025475578576485858
PARA,NEP,0.08825887571454695
PARA,RPRX,0.004600437104163794
PARA,HPQ,0.11609198859732732
PARA,CSX,-0.07464913426531897
PARA,NFE,-0.13771884025246106
PARA,BTU,-0.04637003381025767
PARA,ROIV,-0.042943693201162474
PARA,MRO,-0.08468349372005825
PARA,LUV,-0.07638854131240612
PARA,KVUE,-0.07430526515327085
PARA,INTC,-0.033469049502197944
PARA,NNE,0.10110405134608477
PARA,HAL,-0.04408227005958577
PARA,NWSA,-0.09642091336864936
PARA,FTI,-0.03694664203982975
PARA,TNDM,0.027084061627395815
PARA,EXTR,0.08987652529576665
PARA,LEVI,0.011637999557156251
FOXA,PTEN,0.10472475844453175
FOXA,DAR,0.021830388381887698
FOXA,LBRT,-0.06129420184551838
FOXA,MOS,-0.07156353782255565
FOXA,PCRX,-0.1684837729525258
FOXA,CLF,-0.03977712146910711
FOXA,SAVA,-0.17745424165174542
FOXA,CRGY,0.009180939912179827
FOXA,TEVA,-0.037839641813125664
FOXA,WOLF,0.024001150553253997
FOXA,BBIO,0.09450212402986652
FOXA,NVAX,0.222341906898212
FOXA,BAX,-0.10013900496373065
FOXA,ET,-0.04621803397799014
FOXA,MP,0.004954853593737094
FOXA,RUN,0.05826961903618123
FOXA,XRAY,-0.12836914695679974
FOXA,NI,-0.16097028496766197
FOXA,XRX,-0.0886253543100212
FOXA,EYE,-0.08900315222860672
FOXA,EXC,-0.06125048512744843
FOXA,HPE,0.12492405766706648
FOXA,BKR,-0.10093550912896425
FOXA,VSAT,-0.03856950334975921
FOXA,KDP,-0.15017726705802473
FOXA,HOG,-0.06622454839961847
FOXA,EQT,-0.09418458096624686
FOXA,GEO,-0.0926906553788535
FOXA,F,-0.1489954636397856
FOXA,UGI,-0.15388726037233402
FOXA,FE,-0.17852703862962244
FOXA,KHC,-0.14455167902498275
FOXA,KOSS,0.30774715905736394
FOXA,CNP,-0.07557797734919029
FOXA,ARRY,0.07300163330832353
FOXA,RIVN,-0.012452953228371361
FOXA,VFC,-0.01614555468427813
FOXA,FLEX,-0.03662580575512609
FOXA,NOV,-0.07123352453176517
FOXA,CRK,-0.031389257764766254
FOXA,CHX,-0.052348145902213934
FOXA,SMR,0.118941391917209
FOXA,AAL,-0.09678464538225717
FOXA,PAA,0.008266249982678843
FOXA,CCL,-0.11781354474688102
FOXA,PFE,0.05793116794781272
FOXA,AES,-0.1033545820557647
FOXA,KMI,-0.019965625091213846
FOXA,GLW,0.05358127298465982
FOXA,CAG,-0.10515027126653827
FOXA,ALGM,0.0863708131611948
FOXA,ENB,-0.13082601235445748
FOXA,ADMA,0.10038140104034336
FOXA,PCG,-0.0929994062311642
FOXA,APA,0.016710988969044323
FOXA,EPD,0.01865369940366745
FOXA,CENX,0.00336999980915275
FOXA,NVST,-0.019258936449218167
FOXA,X,-0.05021119784509619
FOXA,TXG,-0.08882136942230147
FOXA,FLNC,-0.062364463039207126
FOXA,ELAN,-0.14225119996248972
FOXA,PPL,-0.11690616784449907
FOXA,SPR,-0.17967009164628372
FOXA,AR,-0.026082553849738944
FOXA,AM,-0.04429831335653712
FOXA,ASTS,0.1745644672081388
FOXA,PR,-0.013226052617199037
FOXA,VZIO,-0.15792718369839667
FOXA,T,-0.0679411419948541
FOXA,LSXMA,-0.13685609212795047
FOXA,TGTX,-0.09587900802805287
FOXA,ETRN,-0.01384953544248262
FOXA,CTRA,-0.0888930480368429
FOXA,GTES,-0.07413724110422962
FOXA,AVTR,-0.19999888743913682
FOXA,VTRS,-0.010235147534337628
FOXA,GPK,-0.10590186941956124
FOXA,DO,0.008843991881961097
FOXA,BE,-0.02248354205465071
FOXA,NEP,0.09072720196967132
FOXA,RPRX,0.007068763359288166
FOXA,HPQ,0.11856031485245173
FOXA,CSX,-0.07218080801019457
FOXA,NFE,-0.13525051399733667
FOXA,BTU,-0.04390170755513327
FOXA,ROIV,-0.03980160167037556
FOXA,MRO,-0.08221516746493383
FOXA,LUV,-0.07392021505728169
FOXA,KVUE,-0.07301962907500022
FOXA,INTC,-0.03100072324707355
FOXA,NNE,0.20387942927514693
FOXA,HAL,-0.04161394380446138
FOXA,NWSA,-0.093952587113525
FOXA,FTI,-0.03447831578470534
FOXA,TNDM,0.031620299625369254
FOXA,EXTR,0.09227208118554417
FOXA,LEVI,0.014106325812280678
PTEN,DAR,-0.08289437006264404
PTEN,LBRT,-0.16601896029005023
PTEN,MOS,-0.1762882962670874
PTEN,PCRX,-0.2716387461762938
PTEN,CLF,-0.14467545249584518
PTEN,SAVA,-0.281052016274127
PTEN,CRGY,-0.09776560683727978
PTEN,TEVA,-0.1461797807220364
PTEN,WOLF,-0.08072360789127779
PTEN,BBIO,-0.010222634414665257
PTEN,NVAX,0.11481035481979544
PTEN,BAX,-0.20486376340826243
PTEN,ET,-0.15472036487070445
PTEN,MP,-0.0999263777328558
PTEN,RUN,-0.04738997553836587
PTEN,XRAY,-0.23309390540133149
PTEN,NI,-0.26569504341219363
PTEN,XRX,-0.19220412650163876
PTEN,EYE,-0.19254395370831617
PTEN,EXC,-0.1659752435719802
PTEN,HPE,0.02019929922253477
PTEN,BKR,-0.205660267573496
PTEN,VSAT,-0.14308882385713526
PTEN,KDP,-0.2549020255025564
PTEN,HOG,-0.17094930684415022
PTEN,EQT,-0.1989093394107786
PTEN,GEO,-0.20055348258456046
PTEN,F,-0.2561408249940505
PTEN,UGI,-0.2586120188168657
PTEN,FE,-0.28325179707415415
PTEN,KHC,-0.24927643746951453
PTEN,KOSS,0.19742601626073236
PTEN,CNP,-0.18030273579372208
PTEN,ARRY,-0.03148209822724545
PTEN,RIVN,-0.11826753979924966
PTEN,VFC,-0.1206338580499982
PTEN,FLEX,-0.14135056419965783
PTEN,NOV,-0.1765549378088844
PTEN,CRK,-0.138140070501795
PTEN,CHX,-0.1570729043467457
PTEN,SMR,0.009724973211676454
PTEN,AAL,-0.20049163770453476
PTEN,PAA,-0.10060110199320191
PTEN,CCL,-0.22503373609728983
PTEN,PFE,-0.046793590496719044
PTEN,AES,-0.20965916779419885
PTEN,KMI,-0.12851745968381184
PTEN,GLW,-0.05114348545987191
PTEN,CAG,-0.20987502971107003
PTEN,ALGM,-0.018353945283336934
PTEN,ENB,-0.23555077079898923
PTEN,ADMA,-0.00873824935569438
PTEN,PCG,-0.19916864601889298
PTEN,APA,-0.0880137694754874
PTEN,EPD,-0.0860710590408643
PTEN,CENX,-0.10547358396200203
PTEN,NVST,-0.1232352557326655
PTEN,X,-0.15493595628962795
PTEN,TXG,-0.19238298914952057
PTEN,FLNC,-0.16708922148373884
PTEN,ELAN,-0.24825886198619462
PTEN,PPL,-0.22163092628903083
PTEN,SPR,-0.2843948500908155
PTEN,AR,-0.13080731229427067
PTEN,AM,-0.1525718206469824
PTEN,ASTS,0.06507923249677837
PTEN,PR,-0.1208627895877929
PTEN,VZIO,-0.26560250405754837
PTEN,T,-0.17600277675285325
PTEN,LSXMA,-0.24158085057248224
PTEN,TGTX,-0.2034073896905854
PTEN,ETRN,-0.12144041420593496
PTEN,CTRA,-0.19361780648137464
PTEN,GTES,-0.1811325178532722
PTEN,AVTR,-0.3047236458836686
PTEN,VTRS,-0.11580023687235731
PTEN,GPK,-0.21062662786409303
PTEN,DO,-0.09891857246784876
PTEN,BE,-0.12823250205525621
PTEN,NEP,-0.0139975564748604
PTEN,RPRX,-0.09765599508524354
PTEN,HPQ,0.013835556407919981
PTEN,CSX,-0.1769055664547263
PTEN,NFE,-0.2399752724418684
PTEN,BTU,-0.14862646599966506
PTEN,ROIV,-0.14570061667993284
PTEN,MRO,-0.18693992590946557
PTEN,LUV,-0.17864497350181346
PTEN,KVUE,-0.17706218863204118
PTEN,INTC,-0.1357254816916053
PTEN,NNE,0.4161135674125309
PTEN,HAL,-0.1463387022489931
PTEN,NWSA,-0.19867734555805674
PTEN,FTI,-0.13920307422923708
PTEN,TNDM,-0.07567286185137458
PTEN,EXTR,-0.012880398183003725
PTEN,LEVI,-0.090618432632251
DAR,LBRT,-0.0831245902274061
DAR,MOS,-0.09339392620444333
DAR,PCRX,-0.19031416133441353
DAR,CLF,-0.06160750985099481
DAR,SAVA,-0.19928463003363311
DAR,CRGY,-0.012649448469707891
DAR,TEVA,-0.05967003019501338
DAR,WOLF,0.002170762171366257
DAR,BBIO,0.07267173564797878
DAR,NVAX,0.20051151851632426
DAR,BAX,-0.12196939334561839
DAR,ET,-0.06804842235987786
DAR,MP,-0.016875534788150615
DAR,RUN,0.036439230654293525
DAR,XRAY,-0.15019953533868746
DAR,NI,-0.18280067334954964
DAR,XRX,-0.11045574269190891
DAR,EYE,-0.11083354061049445
DAR,EXC,-0.08308087350933614
DAR,HPE,0.10309366928517877
DAR,BKR,-0.12276589751085197
DAR,VSAT,-0.06039989173164692
DAR,KDP,-0.1720076554399124
DAR,HOG,-0.0880549367815062
DAR,EQT,-0.11601496934813459
DAR,GEO,-0.1145210437607412
DAR,F,-0.17082585202167336
DAR,UGI,-0.17571764875422172
DAR,FE,-0.2003574270115102
DAR,KHC,-0.1663820674068705
DAR,KOSS,0.28591677067547616
DAR,CNP,-0.097408365731078
DAR,ARRY,0.051171244926435835
DAR,RIVN,-0.03428334161025904
DAR,VFC,-0.037975943066165835
DAR,FLEX,-0.05845619413701384
DAR,NOV,-0.09306391291365287
DAR,CRK,-0.053219646146653955
DAR,CHX,-0.07417853428410166
DAR,SMR,0.09711100353532126
DAR,AAL,-0.11861503376414492
DAR,PAA,-0.013564138399208897
DAR,CCL,-0.13964393312876877
DAR,PFE,0.03610077956592501
DAR,AES,-0.1251849704376524
DAR,KMI,-0.041796013473101544
DAR,GLW,0.0317508846027721
DAR,CAG,-0.126980659648426
DAR,ALGM,0.0645404247793071
DAR,ENB,-0.15265640073634523
DAR,ADMA,0.07855101265845563
DAR,PCG,-0.1148297946130519
DAR,APA,-0.005119399412843363
DAR,EPD,-0.003176688978220229
DAR,CENX,-0.01846038857273493
DAR,NVST,-0.04108932483110585
DAR,X,-0.0720415862269839
DAR,TXG,-0.11065175780418918
DAR,FLNC,-0.08419485142109481
DAR,ELAN,-0.16408158834437747
DAR,PPL,-0.13873655622638684
DAR,SPR,-0.20150048002817145
DAR,AR,-0.04791294223162665
DAR,AM,-0.06612870173842482
DAR,ASTS,0.1527340788262511
DAR,PR,-0.03505644099908673
DAR,VZIO,-0.1797575720802844
DAR,T,-0.08977153037674178
DAR,LSXMA,-0.15868648050983816
DAR,TGTX,-0.11770939640994056
DAR,ETRN,-0.035679923824370366
DAR,CTRA,-0.1107234364187306
DAR,GTES,-0.09596762948611733
DAR,AVTR,-0.22182927582102457
DAR,VTRS,-0.03206553591622535
DAR,GPK,-0.12773225780144892
DAR,DO,-0.012986396499926604
DAR,BE,-0.044313930436538425
DAR,NEP,0.06889681358778364
DAR,RPRX,-0.014761625022599529
DAR,HPQ,0.09672992647056401
DAR,CSX,-0.0940111963920823
DAR,NFE,-0.15708090237922437
DAR,BTU,-0.06573209593702099
DAR,ROIV,-0.061631990052263275
DAR,MRO,-0.10404555584682154
DAR,LUV,-0.09575060343916943
DAR,KVUE,-0.09485001745688794
DAR,INTC,-0.052831111628961244
DAR,NNE,0.413623406264318
DAR,HAL,-0.06344433218634908
DAR,NWSA,-0.11578297549541271
DAR,FTI,-0.056308704166593074
DAR,TNDM,0.009789911243481558
DAR,EXTR,0.0704416928036565
DAR,LEVI,-0.007724062569607019
LBRT,MOS,-0.010269335977037239
LBRT,PCRX,-0.10718957110700743
LBRT,CLF,0.021517080376411285
LBRT,SAVA,-0.11616003980622704
LBRT,CRGY,0.07047514175769819
LBRT,TEVA,0.023454560032392695
LBRT,WOLF,0.08529535239877238
LBRT,BBIO,0.15579632587538483
LBRT,NVAX,0.28363610874373035
LBRT,BAX,-0.03884480311821227
LBRT,ET,0.015076167867528243
LBRT,MP,0.0662490554392555
LBRT,RUN,0.11956382088169963
LBRT,XRAY,-0.06707494511128136
LBRT,NI,-0.09967608312214359
LBRT,XRX,-0.02733115246450282
LBRT,EYE,-0.027708950383088363
LBRT,EXC,4.3716718069965156e-05
LBRT,HPE,0.1862182595125849
LBRT,BKR,-0.039641307283445885
LBRT,VSAT,0.02272469849575914
LBRT,KDP,-0.08888306521250632
LBRT,HOG,-0.00493034655410011
LBRT,EQT,-0.032890379120728556
LBRT,GEO,-0.03139645353333511
LBRT,F,-0.08770126179426721
LBRT,UGI,-0.09259305852681562
LBRT,FE,-0.11723283678410405
LBRT,KHC,-0.08325747717946437
LBRT,KOSS,0.3690413609028823
LBRT,CNP,-0.01428377550367192
LBRT,ARRY,0.13429583515384194
LBRT,RIVN,0.0488412486171471
LBRT,VFC,0.04514864716124026
LBRT,FLEX,0.024668396090392286
LBRT,NOV,-0.009939322686246737
LBRT,CRK,0.02990494408075213
LBRT,CHX,0.008946055943304443
LBRT,SMR,0.18023559376272738
LBRT,AAL,-0.035490443536738824
LBRT,PAA,0.06956045182819723
LBRT,CCL,-0.05651934290136266
LBRT,PFE,0.11922536979333113
LBRT,AES,-0.04206038021024632
LBRT,KMI,0.04132857675430452
LBRT,GLW,0.11487547483017821
LBRT,CAG,-0.04385606942101987
LBRT,ALGM,0.14766501500671317
LBRT,ENB,-0.0695318105089391
LBRT,ADMA,0.16167560288586175
LBRT,PCG,-0.03170520438564582
LBRT,APA,0.07800519081456268
LBRT,EPD,0.07994790124918583
LBRT,CENX,0.06466420165467116
LBRT,NVST,0.04203526539630026
LBRT,X,0.011083004000422194
LBRT,TXG,-0.027527167576783095
LBRT,FLNC,-0.0010702611936886934
LBRT,ELAN,-0.08095699811697132
LBRT,PPL,-0.05561196599898071
LBRT,SPR,-0.11837588980076534
LBRT,AR,0.035211647995779444
LBRT,AM,0.016995888488981266
LBRT,ASTS,0.23585866905365718
LBRT,PR,0.04806814922831933
LBRT,VZIO,-0.09663298185287829
LBRT,T,-0.006646940149335709
LBRT,LSXMA,-0.07556189028243207
LBRT,TGTX,-0.03458480618253448
LBRT,ETRN,0.04744466640303577
LBRT,CTRA,-0.02759884619132451
LBRT,GTES,-0.012843039258711234
LBRT,AVTR,-0.13870468559361845
LBRT,VTRS,0.051059054311180754
LBRT,GPK,-0.04460766757404284
LBRT,DO,0.07013819372747947
LBRT,BE,0.03881065979086766
LBRT,NEP,0.1520214038151897
LBRT,RPRX,0.06836296520480656
LBRT,HPQ,0.17985451669797015
LBRT,CSX,-0.010886606164676205
LBRT,NFE,-0.07395631215181828
LBRT,BTU,0.0173924942903851
LBRT,ROIV,0.021492600175142828
LBRT,MRO,-0.020920965619415456
LBRT,LUV,-0.012626013211763326
LBRT,KVUE,-0.011725427229481857
LBRT,INTC,0.030293478598444848
LBRT,NNE,-0.040860247315477626
LBRT,HAL,0.019680258041057
LBRT,NWSA,-0.032658385268006615
LBRT,FTI,0.02681588606081304
LBRT,TNDM,0.09291450147088764
LBRT,EXTR,0.15356628303106257
LBRT,LEVI,0.07540052765779906
MOS,PCRX,-0.09692023512997018
MOS,CLF,0.03178641635344852
MOS,SAVA,-0.10589070382918982
MOS,CRGY,0.08074447773473543
MOS,TEVA,0.03372389600942991
MOS,WOLF,0.09556468837580959
MOS,BBIO,0.1660656618524221
MOS,NVAX,0.2939054447207676
MOS,BAX,-0.02857546714117508
MOS,ET,0.025345503844565503
MOS,MP,0.0765183914162927
MOS,RUN,0.12983315685873684
MOS,XRAY,-0.05680560913424412
MOS,NI,-0.08940674714510632
MOS,XRX,-0.017061816487465607
MOS,EYE,-0.017439614406051168
MOS,EXC,0.010313052695107187
MOS,HPE,0.19648759548962208
MOS,BKR,-0.02937197130640865
MOS,VSAT,0.032994034472796405
MOS,KDP,-0.07861372923546908
MOS,HOG,0.005338989422937133
MOS,EQT,-0.022621043143691275
MOS,GEO,-0.021127117556297835
MOS,F,-0.07743192581722996
MOS,UGI,-0.08232372254977838
MOS,FE,-0.10696350080706679
MOS,KHC,-0.07298814120242714
MOS,KOSS,0.37931069687991953
MOS,CNP,-0.004014439526634683
MOS,ARRY,0.14456517113087916
MOS,RIVN,0.059110584594184286
MOS,VFC,0.0554179831382775
MOS,FLEX,0.03493773206742954
MOS,NOV,0.0003300132907904497
MOS,CRK,0.04017428005778937
MOS,CHX,0.019215391920341683
MOS,SMR,0.19050492973976463
MOS,AAL,-0.025221107559701576
MOS,PAA,0.07982978780523448
MOS,CCL,-0.04625000692432543
MOS,PFE,0.1294947057703683
MOS,AES,-0.03179104423320908
MOS,KMI,0.05159791273134176
MOS,GLW,0.12514481080721546
MOS,CAG,-0.03358673344398262
MOS,ALGM,0.15793435098375044
MOS,ENB,-0.059262474531901865
MOS,ADMA,0.17194493886289897
MOS,PCG,-0.021435868408608574
MOS,APA,0.08827452679159996
MOS,EPD,0.09021723722622306
MOS,CENX,0.07493353763170836
MOS,NVST,0.052304601373337485
MOS,X,0.02135233997745944
MOS,TXG,-0.01725783159974586
MOS,FLNC,0.00919907478334852
MOS,ELAN,-0.07068766213993408
MOS,PPL,-0.04534263002194354
MOS,SPR,-0.10810655382372808
MOS,AR,0.04548098397281669
MOS,AM,0.027265224466018503
MOS,ASTS,0.2461280050306944
MOS,PR,0.05833748520535654
MOS,VZIO,-0.08636364587584107
MOS,T,0.003622395827701522
MOS,LSXMA,-0.06529255430539486
MOS,TGTX,-0.024315470205497222
MOS,ETRN,0.05771400238007297
MOS,CTRA,-0.01732951021428729
MOS,GTES,-0.0025737032816739954
MOS,AVTR,-0.12843534961658126
MOS,VTRS,0.061328390288217974
MOS,GPK,-0.034338331597005625
MOS,DO,0.08040752970451674
MOS,BE,0.0490799957679049
MOS,NEP,0.16229073979222694
MOS,RPRX,0.07863230118184376
MOS,HPQ,0.19012385267500734
MOS,CSX,-0.0006172701876389773
MOS,NFE,-0.06368697617478103
MOS,BTU,0.027661830267422347
MOS,ROIV,0.03176193615218007
MOS,MRO,-0.010651629642378216
MOS,LUV,-0.002356677234726104
MOS,KVUE,-0.0014560912524446102
MOS,INTC,0.04056281457548205
MOS,NNE,0.4996997814335275
MOS,HAL,0.029949594018094248
MOS,NWSA,-0.02238904929096935
MOS,FTI,0.03708522203785028
MOS,TNDM,0.10318383744792492
MOS,EXTR,0.1638356190080998
MOS,LEVI,0.08566986363483627
PCRX,CLF,0.12696329368044867
PCRX,SAVA,-0.009413270097833128
PCRX,CRGY,0.17387313933901405
PCRX,TEVA,0.1254589654542574
PCRX,WOLF,0.19248492350577986
PCRX,BBIO,0.26298589698239233
PCRX,NVAX,0.3864491009960893
PCRX,BAX,0.06834476798879517
PCRX,ET,0.1169183813055894
PCRX,MP,0.17171236844343804
PCRX,RUN,0.22424877063792797
PCRX,XRAY,0.040114625995726086
PCRX,NI,0.007513487984863869
PCRX,XRX,0.0794346196746551
PCRX,EYE,0.07909479246797772
PCRX,EXC,0.10723328782507739
PCRX,HPE,0.29340783061959225
PCRX,BKR,0.06754826382356155
PCRX,VSAT,0.1285499223191586
PCRX,KDP,0.018306505894501127
PCRX,HOG,0.10225922455290729
PCRX,EQT,0.07429919198627895
PCRX,GEO,0.07108526359173338
PCRX,F,0.015497921182243315
PCRX,UGI,0.014596512580191812
PCRX,FE,-0.010043265677096623
PCRX,KHC,0.02393209392754308
PCRX,KOSS,0.4690647624370262
PCRX,CNP,0.0929057956033355
PCRX,ARRY,0.24015664794904834
PCRX,RIVN,0.15337120637704416
PCRX,VFC,0.15100488812629567
PCRX,FLEX,0.13185796719739973
PCRX,NOV,0.09508380836740939
PCRX,CRK,0.13349867567449888
PCRX,CHX,0.11613562705031187
PCRX,SMR,0.2813637193879703
PCRX,AAL,0.0711471084717591
PCRX,PAA,0.171037644183092
PCRX,CCL,0.046605010079004014
PCRX,PFE,0.2264149409003385
PCRX,AES,0.06197957838209498
PCRX,KMI,0.14312128649248204
PCRX,GLW,0.22206504593718562
PCRX,CAG,0.06333350168598756
PCRX,ALGM,0.2548545861137206
PCRX,ENB,0.03765776059806834
PCRX,ADMA,0.2629004968205994
PCRX,PCG,0.07247010015740091
PCRX,APA,0.18519476192157014
PCRX,EPD,0.18713747235619324
PCRX,CENX,0.16616516221429178
PCRX,NVST,0.14840349044362833
PCRX,X,0.11827257510742963
PCRX,TXG,0.07925575702677326
PCRX,FLNC,0.10611930991331872
PCRX,ELAN,0.023379884190099245
PCRX,PPL,0.05157760510802674
PCRX,SPR,-0.011186318693757908
PCRX,AR,0.14240121910278686
PCRX,AM,0.1190669255293114
PCRX,ASTS,0.33671797867307224
PCRX,PR,0.1507759565885009
PCRX,VZIO,0.006036242118745453
PCRX,T,0.09563596942344056
PCRX,LSXMA,0.03162768082457534
PCRX,TGTX,0.06823135648570847
PCRX,ETRN,0.15019833197035887
PCRX,CTRA,0.07959072491568292
PCRX,GTES,0.09050622832302166
PCRX,AVTR,-0.03151511448661103
PCRX,VTRS,0.15583850930393656
PCRX,GPK,0.0625819035329646
PCRX,DO,0.1727201737084451
PCRX,BE,0.14340624412103764
PCRX,NEP,0.2592109749221972
PCRX,RPRX,0.17555253631181397
PCRX,HPQ,0.28704408780497753
PCRX,CSX,0.09630296494233123
PCRX,NFE,0.033233258955189166
PCRX,BTU,0.12458206539739253
PCRX,ROIV,0.12593812949636102
PCRX,MRO,0.08626860548759199
PCRX,LUV,0.09456355789524411
PCRX,KVUE,0.09457655754425266
PCRX,INTC,0.13748304970545225
PCRX,NNE,0.38044313033896054
PCRX,HAL,0.12686982914806444
PCRX,NWSA,0.07453118583900083
PCRX,FTI,0.13400545716782045
PCRX,TNDM,0.19596588432491927
PCRX,EXTR,0.2587583479932901
PCRX,LEVI,0.18259009876480647
CLF,SAVA,-0.1363765637782818
CLF,CRGY,0.04690984565856541
CLF,TEVA,-0.0015043282261912657
CLF,WOLF,0.0637782720223611
CLF,BBIO,0.13427924549897358
CLF,NVAX,0.2594858073156406
CLF,BAX,-0.06036188349462354
CLF,ET,-0.010044912374859284
CLF,MP,0.04474907476298938
CLF,RUN,0.09728547695747933
CLF,XRAY,-0.08859202548769263
CLF,NI,-0.12119316349855484
CLF,XRX,-0.04752867400579355
CLF,EYE,-0.047868501212470944
CLF,EXC,-0.02147336365834133
CLF,HPE,0.16470117913617355
CLF,BKR,-0.06115838765985718
CLF,VSAT,0.001586628638709887
CLF,KDP,-0.11040014558891759
CLF,HOG,-0.026447426930511386
CLF,EQT,-0.054407459497139765
CLF,GEO,-0.05587803008871527
CLF,F,-0.11146537249820535
CLF,UGI,-0.1141101389032269
CLF,FE,-0.13874991716051532
CLF,KHC,-0.10477455755587566
CLF,KOSS,0.34210146875657754
CLF,CNP,-0.03580085588008319
CLF,ARRY,0.11319335426859978
CLF,RIVN,0.026407912696595523
CLF,VFC,0.024041594445847015
CLF,FLEX,0.0031513157139809976
CLF,NOV,-0.031879485313039246
CLF,CRK,0.006535381994050196
CLF,CHX,-0.012571024433106835
CLF,SMR,0.15440042570752166
CLF,AAL,-0.05581618520868955
CLF,PAA,0.04407435050264335
CLF,CCL,-0.08035828360144465
CLF,PFE,0.09770828941691985
CLF,AES,-0.06498371529835369
CLF,KMI,0.016157992812033395
CLF,GLW,0.09335839445376692
CLF,CAG,-0.06537314979743117
CLF,ALGM,0.12614793463030188
CLF,ENB,-0.09104889088535038
CLF,ADMA,0.13593720314015081
CLF,PCG,-0.05449319352304777
CLF,APA,0.05648811043815143
CLF,EPD,0.058430820872774535
CLF,CENX,0.039201868533843116
CLF,NVST,0.0214401967631797
CLF,X,-0.010434076375989091
CLF,TXG,-0.04770753665367543
CLF,FLNC,-0.022587341570100023
CLF,ELAN,-0.10358340949034942
CLF,PPL,-0.07712904637539199
CLF,SPR,-0.1398929701771766
CLF,AR,0.013694567619368159
CLF,AM,-0.007896368151137253
CLF,ASTS,0.20975468499262365
CLF,PR,0.02381266290805229
CLF,VZIO,-0.12092705156170325
CLF,T,-0.0313273242570081
CLF,LSXMA,-0.09707897065884337
CLF,TGTX,-0.05873193719474021
CLF,ETRN,0.023235038289910227
CLF,CTRA,-0.04911592656773579
CLF,GTES,-0.036457065357426974
CLF,AVTR,-0.16022176597002977
CLF,VTRS,0.028875215623487892
CLF,GPK,-0.06612474795045412
CLF,DO,0.04575688002799643
CLF,BE,0.01644295044058899
CLF,NEP,0.13050432343877844
CLF,RPRX,0.04684588482839528
CLF,HPQ,0.15833743632155883
CLF,CSX,-0.03240368654108749
CLF,NFE,-0.09547339252822955
CLF,BTU,-0.00412458608602618
CLF,ROIV,-0.0010251641840876757
CLF,MRO,-0.042438045995826706
CLF,LUV,-0.03414309358817461
CLF,KVUE,-0.032386736136196026
CLF,INTC,0.008776398222033542
CLF,NNE,-0.134670926762684
CLF,HAL,-0.0018368223353542447
CLF,NWSA,-0.05417546564441789
CLF,FTI,0.005298805684401746
CLF,TNDM,0.0690025906444706
CLF,EXTR,0.13179505431284144
CLF,LEVI,0.05388344728138777
SAVA,CRGY,0.18328640943684718
SAVA,TEVA,0.13487223555209052
SAVA,WOLF,0.2014553922049994
SAVA,BBIO,0.27195636568161186
SAVA,NVAX,0.3958623710939224
SAVA,BAX,0.07731523668801477
SAVA,ET,0.1263316514034225
SAVA,MP,0.18112563854127117
SAVA,RUN,0.23366204073576116
SAVA,XRAY,0.0490850946949457
SAVA,NI,0.016483956684083475
SAVA,XRX,0.08884788977248824
SAVA,EYE,0.08850806256581085
SAVA,EXC,0.116203756524297
SAVA,HPE,0.3023782993188119
SAVA,BKR,0.07651873252278121
SAVA,VSAT,0.1379631924169918
SAVA,KDP,0.027276974593720728
SAVA,HOG,0.11122969325212693
SAVA,EQT,0.08326966068549853
SAVA,GEO,0.08049853368956653
SAVA,F,0.02491119128007646
SAVA,UGI,0.02356698127941142
SAVA,FE,-0.0010727969778770005
SAVA,KHC,0.03290256262676267
SAVA,KOSS,0.47847803253485943
SAVA,CNP,0.10187626430255511
SAVA,ARRY,0.24956991804688156
SAVA,RIVN,0.16278447647487726
SAVA,VFC,0.16041815822412875
SAVA,FLEX,0.14082843589661934
SAVA,NOV,0.10449707846524257
SAVA,CRK,0.142911945772332
SAVA,CHX,0.1251060957495315
SAVA,SMR,0.2907769894858034
SAVA,AAL,0.08056037856959222
SAVA,PAA,0.18045091428092516
SAVA,CCL,0.05601828017683714
SAVA,PFE,0.23538540959955814
SAVA,AES,0.0713928484799281
SAVA,KMI,0.1525345565903152
SAVA,GLW,0.23103551463640523
SAVA,CAG,0.07230397038520717
SAVA,ALGM,0.2638250548129403
SAVA,ENB,0.04662822929728793
SAVA,ADMA,0.2723137669184326
SAVA,PCG,0.08188337025523403
